fecha_publicacion_ta;c1;c2;;enlace_infocomplementaria;;;;;;;enlace_tramites
08-09-2022;;;;https://www.portaltransparencia.cl/PortalPdT/documents/10179/62801/decreto+2141_171018.pdf_1547042747328/155805cc-2598-48b4-b4e0-245798f79005 target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.portaltransparencia.cl/PortalPdT/documents/10179/62801/decreto+2141_171018.pdf_1547042747328/155805cc-2598-48b4-b4e0-245798f79005 target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/dideco/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/dideco/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/dideco/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/dideco/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/dideco/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/dideco/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/dideco/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/dideco/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/dideco/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/dideco/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/dideco/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/aseo-y-ornato/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/aseo-y-ornato/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/aseo-y-ornato/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/aseo-y-ornato/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/aseo-y-ornato/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/aseo-y-ornato/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/aseo-y-ornato/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/aseo-y-ornato/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/subsidios/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/subsidios/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/subsidios/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/subsidios/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/subsidios/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/subsidios/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/subsidios/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/patentes-municipales/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/patentes-municipales/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/patentes-municipales/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/patentes-municipales/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/patentes-municipales/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.leylobby.gob.cl/solicitud/audiencia/529 target=_blankEnlace/a;;;;;;;https://www.leylobby.gob.cl/solicitud/audiencia/529 target=_blankEnlace/a
08-09-2022;;;;https://www.municipalidadlagranja.cl/wp-content/uploads/2017/10/Extracci%C3%B3n-de-Basura-y-Exenciones.pdf target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/wp-content/uploads/2017/10/Extracci%C3%B3n-de-Basura-y-Exenciones.pdf target=_blankEnlace/a;;;;;;;https://pago.smc.cl/pagoAseov2/Login.aspx?ReturnUrl=%2fpagoaseov2%2fSistema%2fPrincipal.aspx target=_blankEnlace/a
08-09-2022;;;;https://www.municipalidadlagranja.cl/higiene-ambiental-y-zoonosis/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/higiene-ambiental-y-zoonosis/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/higiene-ambiental-y-zoonosis/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/higiene-ambiental-y-zoonosis/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/higiene-ambiental-y-zoonosis/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/higiene-ambiental-y-zoonosis/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/patentes-municipales/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/patentes-municipales/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/patentes-municipales/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/patentes-municipales/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/patentes-municipales/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/patentes-municipales/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/patentes-municipales/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/patentes-municipales/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/patentes-municipales/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/patentes-municipales/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/patentes-municipales/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/patentes-municipales/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/patentes-municipales/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/patentes-municipales/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/patentes-municipales/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/patentes-municipales/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/patentes-municipales/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/patentes-municipales/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/patentes-municipales/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/patentes-municipales/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/patentes-municipales/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.municipalidadlagranja.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.portaltransparencia.cl/PortalPdT/documents/10179/62801/decreto+2141_171018.pdf_1547042747328/155805cc-2598-48b4-b4e0-245798f79005 target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.portaltransparencia.cl/PortalPdT/documents/10179/62801/decreto+2141_171018.pdf_1547042747328/155805cc-2598-48b4-b4e0-245798f79005 target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.portaltransparencia.cl/PortalPdT/documents/10179/62801/decreto+2141_171018.pdf_1547042747328/155805cc-2598-48b4-b4e0-245798f79005 target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;https://www.sem.gob.cl/pcirc/index.php?pago_id=28&inst_id=14476836&setiframe=0 target=_blankEnlace/a;;;;;;;https://www.sem.gob.cl/pcirc/index.php?pago_id=28&inst_id=14476836&setiframe=0 target=_blankEnlace/a
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;http://www.leychile.cl/Navegar?idNorma=269892 target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;http://www.leychile.cl/Navegar?idNorma=269892 target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;http://www.leychile.cl/Navegar?idNorma=269892 target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;http://www.leychile.cl/Navegar?idNorma=269892 target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;http://www.leychile.cl/Navegar?idNorma=269892 target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;http://www.leychile.cl/Navegar?idNorma=30157 target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;http://www.leychile.cl/Navegar?idNorma=29448 target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;http://www.ips.gob.cl/noticias-12396/1412-subsidio-para-menores-con-discapacidad-mental target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;Sin informacion;;;;;;;No tiene
08-09-2022;;;;https://www.ips.gob.cl/servlet/internet/content/1421810823272/pension-basica-solidaria-vejez target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;http://www.chileseguridadesyoportunidades.gob.cl/servicio-agua target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.ips.gob.cl/servlet/internet/content/1421810799037/subsidio-familiar-personas-escasos-recursos target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.comunadelaligua.cl/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.comunadelaligua.cl/unidades-municipales/transito-y-transporte-publico/licencias-de-conducir/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.comunadelaligua.cl/unidades-municipales/transito-y-transporte-publico/licencias-de-conducir/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.comunadelaligua.cl/unidades-municipales/transito-y-transporte-publico/licencias-de-conducir/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.comunadelaligua.cl/unidades-municipales/transito-y-transporte-publico/licencias-de-conducir/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://www.comunadelaligua.cl/unidades-municipales/transito-y-transporte-publico/licencias-de-conducir/ target=_blankEnlace/a;;;;;;;No tiene
08-09-2022;;;;https://drive.google.com/file/d/1PbNOcWtUZI6qh89igRpCJDAs-isA9h0X/view target=_blankEnlace/a;;;;;;;No tiene
01-09-2021;;;;https://www.comunadelaligua.cl/permisos-de-circulacion/ target=_blankEnlace/a;;;;;;;No tiene
01-09-2021;;;;https://www.comunadelaligua.cl/permisos-de-circulacion/ target=_blankEnlace/a;;;;;;;No tiene
01-09-2021;;;;https://www.comunadelaligua.cl/wp-content/uploads/2021/03/D.A.-1315_FEB.pdf target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;https://www.comunadelaligua.cl/wp-content/uploads/2021/03/D.A.-1315_FEB.pdf target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;https://www.comunadelaligua.cl/wp-content/uploads/2021/03/D.A.-1315_FEB.pdf target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;https://www.comunadelaligua.cl/wp-content/uploads/2021/03/D.A.-1315_FEB.pdf target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;https://www.comunadelaligua.cl/wp-content/uploads/2021/03/D.A.-1315_FEB.pdf target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;https://www.comunadelaligua.cl/wp-content/uploads/2021/03/D.A.-1315_FEB.pdf target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;https://www.comunadelaligua.cl/unidades-municipales/direccion-de-obras-municipales/ target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;https://drive.google.com/file/d/1PbNOcWtUZI6qh89igRpCJDAs-isA9h0X/view target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;https://www.comunadelaligua.cl/unidades-municipales/direccion-de-obras-municipales/ target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;https://www.comunadelaligua.cl/unidades-municipales/direccion-de-obras-municipales/ target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;https://www.comunadelaligua.cl/unidades-municipales/direccion-de-obras-municipales/ target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU123 target=_blankEnlace/a;;;;;;;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU123 target=_blankEnlace/a
30-08-2022;;;;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU123 target=_blankEnlace/a;;;;;;;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU123 target=_blankEnlace/a
30-08-2022;;;;https://www.comunadelaligua.cl/unidades-municipales/alumbrado-publico/ target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;https://www.comunadelaligua.cl/unidades-municipales/rentas-y-patentes/ target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;https://www.comunadelaligua.cl/unidades-municipales/rentas-y-patentes/ target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://bcn.cl/2f8ep target=_blankEnlace/a;;;;;;;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=211 target=_blankEnlace/a
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;https://www.sii.cl/avalu/tv/tv_liv_inp2018.htm target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;https://www.sii.cl/avalu/tv/tv_liv_inp2018.htm target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;https://lapintana.vecinodigital.cl/Vecino_Digital target=_blankEnlace/a
30-08-2022;;;;http://www.pintana.cl/index.php/2014-03-26-14-26-06/43-tramites/236-duplicado-de-licencias target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/2014-03-26-14-26-06/43-tramites/124-solicitud-de-licencias-de-conducir-no-profesional-clase-b-o-c-control-cada-6-anos target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/2014-03-26-14-26-06 target=_blankEnlace/a;;;;;;;http://www.pintana.cl/index.php/servicios-direccion-de-transito target=_blankEnlace/a
30-08-2022;;;;http://www.pintana.cl/index.php/2014-03-26-14-26-06 target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;https://sistemas.indap.cl/?mid=AsesoriasLoginSolicitudIncorporacion target=_blankEnlace/a
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;https://www.minmujeryeg.cl/ministerio/estructura/mujer-y-trabajo/programa-4-a-7/ target=_blankSernamEG/a;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;https://www.minmujeryeg.cl/ministerio/estructura/mujer-y-trabajo/programa-mujeres-jefas-de-hogar/ target=_blankSernamEG/a;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;Sin informacion;;;;;;;No tiene
30-08-2022;;;;http://www.minvu.cl/ target=_blankwww.minvu.cl/a;;;;;;;No tiene
30-08-2022;;;;http://www.minvu.cl/ target=_blankwww.minvu.cl/a;;;;;;;No tiene
30-08-2022;;;;http://www.minvu.cl/ target=_blankwww.minvu.cl/a;;;;;;;No tiene
30-08-2022;;;;http://www.minvu.cl/ target=_blankwww.minvu.cl/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/2012-11-15-13-38-45/2012-11-15-13-43-49 target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/2012-11-15-13-38-45/2012-11-15-13-43-49 target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/2012-11-15-13-38-45/2012-11-15-13-43-49 target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/2012-11-15-13-38-45/2012-11-15-13-43-49 target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/2012-11-15-13-38-45/2012-11-15-13-43-49 target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/2012-11-15-13-38-45/casa-de-la-cultura target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/2012-11-15-13-38-45/2012-11-15-13-43-49 target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/2012-11-15-13-38-45/casa-de-la-cultura target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/2012-11-15-13-38-45/2012-11-15-13-43-49 target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/2012-11-15-13-38-45/2012-11-15-13-39-46 target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/2012-11-15-13-38-45/2012-11-15-13-43-49 target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/2012-11-15-13-38-45/2012-11-15-13-43-49 target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/2012-11-15-13-38-45/2012-11-15-13-43-49 target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/2012-11-15-13-38-45/integracion-escolar target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/2012-11-15-13-38-45/2012-11-15-13-43-49 target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/2012-11-15-13-38-45/2012-11-15-13-43-49 target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/2012-11-15-13-38-45/casa-de-la-cultura target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/2012-11-15-13-38-45/casa-de-la-cultura target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/2012-11-23-15-42-55/secplac target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/2012-11-23-15-42-55/secplac target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/2012-11-23-15-42-55/secplac target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/2012-11-23-15-42-55/secplac target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/mimuni/programas-de-salud?start=1 target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/mimuni/programas-psicosociales target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/mimuni/programas-de-salud target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/mimuni/programas-de-salud?start=1 target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/mimuni/unidad-oftalmologica target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/mimuni/centro-de-rehabilitacion-fisica target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/mimuni/programas-psicosociales target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/mimuni/programas-psicosociales target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/ target=_blankwww.pintana.cl/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/mimuni/programas-psicosociales target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/ target=_blankwww.pintana.cl/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/ target=_blankwww.pintana.cl/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/mimuni/programas-psicosociales target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/mimuni/programas-psicosociales target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/mimuni/2012-11-15-13-37-37 target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/mimuni/programas-psicosociales target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/mimuni/programas-psicosociales target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.pintana.cl/index.php/mimuni/programas-psicosociales target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.digap.cl/wpress/ target=_blankEnlace/a;;;;;;;No tiene
30-08-2022;;;;http://www.digap.cl/wpress/ target=_blankEnlace/a;;;;;;;No tiene
