Codigo_org;idOrg;Codigo_padre;Region;Municipalidad;url_sai;Ingresa;obligadorecibir_sai;tiene_ta
AO108;938;AO000;Region Metropolitana de Santiago;INDEPENDENCIA;http://transparencia.redsalud.gov.cl/transparencia/index.php?id=AO108;INGRESA;SI;SI
AO008;865;AO000;Region Metropolitana de Santiago;INDEPENDENCIA;http://www.ssmn.cl/transparencia/2014/accesoinformacion/solicitud_informacion.html;INGRESA;SI;SI
MU111;557;MU000;Region Metropolitana de Santiago;INDEPENDENCIA;http://www.transparenciamunicipal.independencia.cl/index.php?option=com_breezingforms&view=form&Itemid=194;INGRESA;SI;SI
AO072;850;AO000;Region Metropolitana de Santiago;INDEPENDENCIA;http://hrr.transparencia.cl/tramites/disponibles;INGRESA;SI;SI
MA050;327102;ASOC;Region Metropolitana de Santiago;LA CISTERNA;http://;NO INGRESA;SI;SI
MU117;204;MU000;Region Metropolitana de Santiago;LA CISTERNA;http://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=MU117;INGRESA;SI;SI
MU120;563;MU000;Region Metropolitana de Santiago;LA FLORIDA;http://;INGRESA;SI;SI
CM113;6688;CM000;Region Metropolitana de Santiago;LA FLORIDA;http://;NO INGRESA;SI;SI
CM250;6825;CM000;Region Metropolitana de Santiago;LA FLORIDA;http://;NO INGRESA;SI;NO
CM129;6704;CM000;Region Metropolitana de Santiago;LA FLORIDA;http://;NO INGRESA;SI;NO
CM217;6792;CM000;Region Metropolitana de Santiago;LA FLORIDA;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU120;NO INGRESA;SI;SI
CM027;58854;CM000;Region Metropolitana de Santiago;LA FLORIDA;http://www.comudef.cl/?page_id=3065;INGRESA;SI;SI
CM070;6645;CM000;Region Metropolitana de Santiago;LA GRANJA;http://;NO INGRESA;SI;SI
MU121;208;MU000;Region Metropolitana de Santiago;LA GRANJA;http://www.transparencialagranja.cl/?page_id=2;INGRESA;SI;SI
FU002;56150;FU000;Region Metropolitana de Santiago;LA GRANJA;http://mim.transparencia.cl/tramites/disponibles;INGRESA;SI;SI
CM194;6769;CM000;Region Metropolitana de Santiago;LA PINTANA;http://;NO INGRESA;SI;SI
CM168;6743;CM000;Region Metropolitana de Santiago;LA PINTANA;http://;NO INGRESA;SI;SI
MU124;211;MU000;Region Metropolitana de Santiago;LA PINTANA;http://www.pintana.cl/transparencia/index.php?option=com_facileforms&Itemid=161;INGRESA;SI;SI
MA006;328252;ASOC;Region Metropolitana de Santiago;LA REINA;http://;INGRESA;SI;SI
AR007;330303;AR000;Region Metropolitana de Santiago;LA REINA;http://www.fia.cl/?popuppress=contacto;NO INGRESA;SI;SI
CM281;6637;CM000;Region Metropolitana de Santiago;LA REINA;http://;NO INGRESA;SI;NO
CM065;6640;CM000;Region Metropolitana de Santiago;LA REINA;http://;NO INGRESA;SI;NO
CM073;6648;CM000;Region Metropolitana de Santiago;LA REINA;http://;NO INGRESA;SI;NO
CM134;6709;CM000;Region Metropolitana de Santiago;LA REINA;http://;NO INGRESA;SI;NO
CM225;6800;CM000;Region Metropolitana de Santiago;LA REINA;http://;NO INGRESA;SI;NO
MU125;566;MU000;Region Metropolitana de Santiago;LA REINA;http://190.98.197.123/Transparencia_LaReina/vista/v_solicitud.php;INGRESA;SI;SI
CM017;58714;CM000;Region Metropolitana de Santiago;LA REINA;http://;INGRESA;SI;SI
CM139;6714;CM000;Region Metropolitana de Santiago;LAS CONDES;http://;NO INGRESA;SI;NO
MA018;328250;ASOC;Region Metropolitana de Santiago;LAS CONDES;http://;INGRESA;SI;SI
CM075;6650;CM000;Region Metropolitana de Santiago;LAS CONDES;http://;NO INGRESA;SI;SI
MU135;575;MU000;Region Metropolitana de Santiago;LAS CONDES;http://www.lascondes.cl/transparencia/contacto;INGRESA;SI;SI
PP031;326751;PP000;Region Metropolitana de Santiago;LAS CONDES;http://;NO INGRESA;NO;SI
MA009;329303;ASOC;Region Metropolitana de Santiago;LAS CONDES;http://;NO INGRESA;SI;NO
PP056;330750;PP000;Region Metropolitana de Santiago;LAS CONDES;http://;NO INGRESA;NO;SI
CM021;58751;CM000;Region Metropolitana de Santiago;LAS CONDES;http://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=CM021;INGRESA;SI;SI
MA051;329307;ASOC;Region Metropolitana de Santiago;LO BARNECHEA;http://;NO INGRESA;SI;NO
MU144;584;MU000;Region Metropolitana de Santiago;LO BARNECHEA;https://www.lobarnechea.cl/transparencia_activa/FormularioTransparencia.php;INGRESA;SI;SI
CM076;6651;CM000;Region Metropolitana de Santiago;LO BARNECHEA;http://;NO INGRESA;SI;NO
MU145;585;MU000;Region Metropolitana de Santiago;LO ESPEJO;http://transparencia.loespejo.cl/formcontacto.html;INGRESA;SI;SI
FU010;6803;FU000;Region Metropolitana de Santiago;LO PRADO;http://www.fundacionculturaloprado.cl/;NO INGRESA;SI;SI
CM185;6760;CM000;Region Metropolitana de Santiago;LO PRADO;http://;NO INGRESA;SI;SI
CM040;58866;CM000;Region Metropolitana de Santiago;LO PRADO;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=58866;INGRESA;SI;SI
AJ016;328900;AJ000;Region Metropolitana de Santiago;LO PRADO;http://https://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=6b327e5ec6e70917e1e5e69d927280da;INGRESA;SI;SI
MU146;233;MU000;Region Metropolitana de Santiago;LO PRADO;http://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=MU146;INGRESA;SI;SI
CM041;58867;CM000;Region Metropolitana de Santiago;MACUL;http://;INGRESA;SI;SI
CM229;6804;CM000;Region Metropolitana de Santiago;MACUL;http://;NO INGRESA;SI;NO
MU161;599;MU000;Region Metropolitana de Santiago;MACUL;http://www.munimacul.cl/transparencia/index.php?option=com_aicontactsafe&view=message&layout= message&pf=1&redirect_on_success=&Itemid=495;INGRESA;SI;SI
MU163;250;MU000;Region Metropolitana de Santiago;MAIPU;http://www.transparenciamaipu.cl/?page_id=25315;INGRESA;SI;SI
CM007;58701;CM000;Region Metropolitana de Santiago;MAIPU;http://www.codeduc.cl/transp/transparencia.php;INGRESA;SI;SI
AO111;56600;AO000;Region Metropolitana de Santiago;MAIPU;http://transparencia.redsalud.gob.cl/transparencia/public/AO111/solicitud_informacion.html;INGRESA;SI;SI
AO015;1055;AO000;Region Metropolitana de Santiago;MAIPU;https://www.portaltransparencia.cl/PortalPdT/pdtta/-/ta/AO015;INGRESA;SI;SI
CM081;6656;CM000;Region Metropolitana de Santiago;NUNOA;http://;INGRESA;SI;SI
PP032;327900;PP000;Region Metropolitana de Santiago;NUNOA;http://;NO INGRESA;NO;SI
CM063;331601;CM000;Region Metropolitana de Santiago;NUNOA;http://;INGRESA;SI;SI
AO005;1052;AO000;Region Metropolitana de Santiago;NUNOA;http://www.ispch.cl/formulario_solicitud_transparencia;INGRESA;SI;SI
MU186;620;MU000;Region Metropolitana de Santiago;NUNOA;http://200.112.228.36/transnunoa/paginas/form20285.aspx;INGRESA;SI;SI
CM195;6770;CM000;Region Metropolitana de Santiago;NUNOA;http://;NO INGRESA;SI;NO
AR011;330250;AR000;Region Metropolitana de Santiago;NUNOA;http://https://www.infor.cl/index.php/oirs;NO INGRESA;SI;SI
AO003;1050;AO000;Region Metropolitana de Santiago;NUNOA;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=1050;INGRESA;SI;SI
CM001;58550;CM000;Region Metropolitana de Santiago;NUNOA;http://190.98.213.21/CmdsTransparenciaSalud/paginas/form20285.aspx;INGRESA;SI;SI
MU205;292;MU000;Region Metropolitana de Santiago;PEDRO AGUIRRE CERDA;http://www.pedroaguirrecerda.cl/phpformmail/solicitud_informacion.html;INGRESA;SI;SI
MU212;299;MU000;Region Metropolitana de Santiago;PENALOLEN;http://transparencia.penalolen.cl/transparenciapasiva/index.html;INGRESA;SI;SI
AO014;1054;AO000;Region Metropolitana de Santiago;PENALOLEN;http://crsco.transparencia.cl/tramites/disponibles;INGRESA;SI;SI
CM005;58706;CM000;Region Metropolitana de Santiago;PENALOLEN;http://www.cormup.cl/transparencia-solicitud-de-informacion/;INGRESA;SI;SI
CM083;6658;CM000;Region Metropolitana de Santiago;PENALOLEN;http://;INGRESA;SI;SI
CM234;6809;CM000;Region Metropolitana de Santiago;PENALOLEN;http://;INGRESA;SI;SI
AO076;909;AO000;Region Metropolitana de Santiago;PENALOLEN;http://www.inrpac.cl/gtransp/Solicitud_Informacion/solicitud_informacion.html;INGRESA;SI;SI
CF008;330550;CF000;Region Metropolitana de Santiago;PENALOLEN;http://;INGRESA;SI;SI
CM133;6708;CM000;Region Metropolitana de Santiago;PENALOLEN;http://;INGRESA;SI;SI
AO106;936;AO000;Region Metropolitana de Santiago;PENALOLEN;http://200.72.129.100/transparencia/solicitud_informacion/solicitud_informacion.html;INGRESA;SI;SI
NR011;331551;FU000;Region Metropolitana de Santiago;PROVIDENCIA;http://;NO INGRESA;NO;NO
CM237;6812;CM000;Region Metropolitana de Santiago;PROVIDENCIA;http://;NO INGRESA;SI;NO
AO010;867;AO000;Region Metropolitana de Santiago;PROVIDENCIA;http://transparencia.redsalud.gov.cl/transparencia/public/ssmetrooriente/solicitud_informacion.html;INGRESA;SI;SI
BA001;58502;BA000;Region Metropolitana de Santiago;PROVIDENCIA;http://www.proyectosdeportivos.cl/transparencia_mindep/solicitud_informacion.html;INGRESA;SI;SI
CM031;58857;CM000;Region Metropolitana de Santiago;PROVIDENCIA;https://transparencia.cdsprovidencia.cl/solicitar-informacion;INGRESA;SI;SI
AO078;1056;AO000;Region Metropolitana de Santiago;PROVIDENCIA;http://transparencia.redsalud.gob.cl/transparencia/public/AO078/solicitud_informacion.html;INGRESA;SI;SI
AS004;1065;AS000;Region Metropolitana de Santiago;PROVIDENCIA;http://sernageomin.transparencia.cl/tramites/disponibles;INGRESA;SI;SI
PP021;326703;PP000;Region Metropolitana de Santiago;PROVIDENCIA;http://;NO INGRESA;NO;SI
PP034;328450;PP000;Region Metropolitana de Santiago;PROVIDENCIA;http://;NO INGRESA;NO;SI
PP052;329500;PP000;Region Metropolitana de Santiago;PROVIDENCIA;http://;NO INGRESA;NO;SI
PP029;326753;PP000;Region Metropolitana de Santiago;PROVIDENCIA;http://;NO INGRESA;NO;SI
AR008;330300;AR000;Region Metropolitana de Santiago;PROVIDENCIA;http://;NO INGRESA;SI;SI
PP028;326752;PP000;Region Metropolitana de Santiago;PROVIDENCIA;http://;NO INGRESA;NO;SI
PP011;326550;PP000;Region Metropolitana de Santiago;PROVIDENCIA;http://;NO INGRESA;NO;SI
BA002;997;BA000;Region Metropolitana de Santiago;PROVIDENCIA;http://ww2.ind.cl/transparencia_ind/solicitud_informacion.html;INGRESA;SI;SI
AJ003;1013;AJ000;Region Metropolitana de Santiago;PROVIDENCIA;http://repositorio.cned.cl/aspx/frmContactoTrans.aspx;INGRESA;SI;SI
PP030;59000;PP000;Region Metropolitana de Santiago;PROVIDENCIA;http://;NO INGRESA;NO;SI
PP026;326750;PP000;Region Metropolitana de Santiago;PROVIDENCIA;http://;NO INGRESA;NO;SI
PP014;326551;PP000;Region Metropolitana de Santiago;PROVIDENCIA;http://;NO INGRESA;NO;SI
EP026;1102;EP000;Region Metropolitana de Santiago;PROVIDENCIA;http://;NO INGRESA;NO;NO
CO005;329450;CO005;Region Metropolitana de Santiago;PROVIDENCIA;http://;INGRESA;SI;SI
AO109;939;AO000;Region Metropolitana de Santiago;PROVIDENCIA;http://webhosting.redsalud.gov.cl/transparencia/public/AO109/solicitud_informacion.html;INGRESA;SI;SI
CO001;56000;CO001;Region Metropolitana de Santiago;PROVIDENCIA;https://formulariooirs.indh.cl/#/formulario_oirs;INGRESA;SI;SI
AO105;935;AO000;Region Metropolitana de Santiago;PROVIDENCIA;http://www.torax.cl/solicitud_informacion.html;INGRESA;SI;SI
AO079;854;AO000;Region Metropolitana de Santiago;PROVIDENCIA;http://www.hsalvador.cl/transparencia/solicitud_informacion.html;INGRESA;SI;SI
MU228;657;MU000;Region Metropolitana de Santiago;PROVIDENCIA;http://transparencia.providencia.cl/tpas;INGRESA;SI;SI
FU004;58500;FU000;Region Metropolitana de Santiago;PROVIDENCIA;https://foji.cl/transparencia/der_acc_inf_publica/solicitud_informacion.html;INGRESA;SI;NO
AH008;1004;AH000;Region Metropolitana de Santiago;PROVIDENCIA;http://sernatur.transparencia.cl/tramites/disponibles;INGRESA;SI;SI
FU008;329900;FU000;Region Metropolitana de Santiago;PROVIDENCIA;http://;INGRESA;SI;SI
AG003;998;AG000;Region Metropolitana de Santiago;PROVIDENCIA;http://siac.cntv.cl/frm_IngresoTransparencia.aspx;INGRESA;SI;SI
AD020;987;AD000;Region Metropolitana de Santiago;PROVIDENCIA;http://dgac.transparencia.cl/tramites/disponibles;INGRESA;SI;SI
AC006;330050;AC000;Region Metropolitana de Santiago;PROVIDENCIA;https://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=AC006;INGRESA;SI;SI
AJ004;1014;AJ000;Region Metropolitana de Santiago;PROVIDENCIA;http://transparencia.ingresa.cl/;INGRESA;SI;SI
AO077;910;AO000;Region Metropolitana de Santiago;PROVIDENCIA;http://webhosting.redsalud.gov.cl/transparencia/public/AO077/solicitud_informacion.html;INGRESA;SI;SI
MA056;329310;ASOC;Region Metropolitana de Santiago;PROVIDENCIA;http://;INGRESA;SI;SI
MU231;660;MU000;Region Metropolitana de Santiago;PUDAHUEL;http://www.mpudahuel.cl/transpa/solicitudAcceso.php;INGRESA;SI;SI
CM238;6813;CM000;Region Metropolitana de Santiago;PUDAHUEL;http://;NO INGRESA;SI;NO
CM032;58858;CM000;Region Metropolitana de Santiago;PUDAHUEL;http://;INGRESA;SI;SI
CM110;6685;CM000;Region Metropolitana de Santiago;QUILICURA;http://;INGRESA;SI;SI
MU250;677;MU000;Region Metropolitana de Santiago;QUILICURA;http://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=MU250;INGRESA;SI;SI
CM247;6822;CM000;Region Metropolitana de Santiago;QUINTA NORMAL;https://www.quintanormaldeportes.cl/secciones/1606;NO INGRESA;SI;SI
AO073;851;AO000;Region Metropolitana de Santiago;QUINTA NORMAL;http://www.felixbulnes.cl/transparencia/solicitud_informacion.html;INGRESA;SI;SI
MU257;683;MU000;Region Metropolitana de Santiago;QUINTA NORMAL;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=683;INGRESA;SI;SI
FU007;58501;FU000;Region Metropolitana de Santiago;QUINTA NORMAL;http://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=FU007;INGRESA;SI;NO
CM029;58850;CM000;Region Metropolitana de Santiago;QUINTA NORMAL;http://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=CM029;INGRESA;SI;SI
MA053;328700;ASOC;Region Metropolitana de Santiago;RECOLETA;http://achifarp.bloges.org;NO INGRESA;SI;SI
CM086;6661;CM000;Region Metropolitana de Santiago;RECOLETA;https://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?;NO INGRESA;SI;SI
CM141;6716;CM000;Region Metropolitana de Santiago;RECOLETA;https://innovarecoleta.cl/#;NO INGRESA;SI;SI
MU263;350;MU000;Region Metropolitana de Santiago;RECOLETA;http://www.recoletatransparente.cl/web/solicitud/index.php;INGRESA;SI;NO
CM180;6755;CM000;Region Metropolitana de Santiago;RECOLETA;http://;NO INGRESA;SI;SI
CM036;58862;CM000;Region Metropolitana de Santiago;RECOLETA;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=58862;INGRESA;SI;NO
AO100;756;AO000;Region Metropolitana de Santiago;RECOLETA;http://www.psiquiatrico.cl/Transparencia/2012/instrucciongeneralN10/solicitud_informacion.html;INGRESA;SI;SI
MA065;330656;ASOC;Region Metropolitana de Santiago;RECOLETA;http://;INGRESA;SI;SI
AP017;956;AP000;Region Metropolitana de Santiago;RECOLETA;http://solicitudinformacion.minvu.cl/;INGRESA;SI;SI
CM249;6824;CM000;Region Metropolitana de Santiago;RENCA;http://;NO INGRESA;SI;NO
CM061;331150;CM000;Region Metropolitana de Santiago;RENCA;http://;INGRESA;NO;SI
MU265;688;MU000;Region Metropolitana de Santiago;RENCA;http://renca.cl/formulario-de-solicitud-de-informacion/;INGRESA;SI;SI
CM048;58874;CM000;Region Metropolitana de Santiago;RENCA;http://;INGRESA;SI;SI
CM167;6742;CM000;Region Metropolitana de Santiago;SAN JOAQUIN;http://;INGRESA;SI;SI
CM030;58856;CM000;Region Metropolitana de Santiago;SAN JOAQUIN;http://sanjoaquineduca.cl/solicitud-de-acceso-a-la-informacion-on-line/;INGRESA;SI;SI
MU291;378;MU000;Region Metropolitana de Santiago;SAN JOAQUIN;http://www.sanjoaquin.cl/sj2010/web/vistas/formulario_trans.php;INGRESA;SI;SI
CM210;6785;CM000;Region Metropolitana de Santiago;SAN JOAQUIN;http://;NO INGRESA;SI;SI
CM253;6828;CM000;Region Metropolitana de Santiago;SAN JOAQUIN;http://;NO INGRESA;SI;SI
CM255;6830;CM000;Region Metropolitana de Santiago;SAN MIGUEL;http://;NO INGRESA;SI;NO
AO011;868;AO000;Region Metropolitana de Santiago;SAN MIGUEL;http://webhosting.redsalud.gov.cl/transparencia/public/ssmetrosur/solicitud_informacion.html;INGRESA;SI;SI
CM050;58876;CM000;Region Metropolitana de Santiago;SAN MIGUEL;http://;INGRESA;SI;SI
MU294;712;MU000;Region Metropolitana de Santiago;SAN MIGUEL;http://www.sanmiguel.cl/transparencia/web/index.php?action=plantillas_listar;INGRESA;SI;SI
AO080;911;AO000;Region Metropolitana de Santiago;SAN MIGUEL;http://transparencia.redsalud.gov.cl/transparencia/public/AO080/solicitud_informacion.html;INGRESA;SI;SI
AO102;932;AO000;Region Metropolitana de Santiago;SAN MIGUEL;http://webhosting.redsalud.gov.cl/transparencia/public/ssmetrosur/solicitud_informacion.html;INGRESA;SI;SI
MU301;719;MU000;Region Metropolitana de Santiago;SAN RAMON;http://transparencia.municipalidadsanramon.cl/?page_id=512;INGRESA;SI;SI
AO013;56400;AO000;Region Metropolitana de Santiago;SAN RAMON;http://hurtadohosp.transparencia.cl/tramites/disponibles;INGRESA;SI;SI
MA027;329313;ASOC;Region Metropolitana de Santiago;VITACURA;http://;INGRESA;SI;SI
CM092;6667;CM000;Region Metropolitana de Santiago;VITACURA;http://;INGRESA;SI;SI
CM175;6750;CM000;Region Metropolitana de Santiago;VITACURA;http://;NO INGRESA;SI;SI
MU341;428;MU000;Region Metropolitana de Santiago;VITACURA;http://www.vitacura.cl;INGRESA;SI;SI
CM274;6849;CM000;Region Metropolitana de Santiago;VITACURA;http://;NO INGRESA;SI;NO
MU232;661;MU000;Region Metropolitana de Santiago;PUENTE ALTO;https://transparencia.mpuentealto.cl/formulario/contacto.php;NO INGRESA;SI;SI
CM103;6678;CM000;Region Metropolitana de Santiago;PUENTE ALTO;https://www.culturapuentealto.cl/transparencia-pasiva/;NO INGRESA;SI;SI
CM239;6814;CM000;Region Metropolitana de Santiago;PUENTE ALTO;http://;NO INGRESA;SI;NO
CM269;6844;CM000;Region Metropolitana de Santiago;PUENTE ALTO;https://pueblitodelasvizcachas.cl/transparencia-pasiva/;INGRESA;SI;SI
AB070;824;AB000;Region Metropolitana de Santiago;PUENTE ALTO;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
CM189;6764;CM000;Region Metropolitana de Santiago;PUENTE ALTO;http://;NO INGRESA;SI;SI
AO012;869;AO000;Region Metropolitana de Santiago;PUENTE ALTO;http://www.ssmso.cl/SolInfoTrans/;INGRESA;SI;SI
CM044;58870;CM000;Region Metropolitana de Santiago;PUENTE ALTO;https://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=a50e1d152efdbc0b600642c902fb7d65;INGRESA;SI;SI
AO081;912;AO000;Region Metropolitana de Santiago;PUENTE ALTO;http://www.hospitalsoterodelrio.cl/home/files/transparencia/Sol_Informacion/solicitud_informacion.html;INGRESA;SI;SI
CM014;58711;CM000;Region Metropolitana de Santiago;PIRQUE;http://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=CM014;INGRESA;SI;SI
MU221;308;MU000;Region Metropolitana de Santiago;PIRQUE;http://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=MU221;INGRESA;SI;SI
CM235;6810;CM000;Region Metropolitana de Santiago;PIRQUE;http://;NO INGRESA;SI;NO
CM254;6829;CM000;Region Metropolitana de Santiago;SAN JOSE DE MAIPO;http://;NO INGRESA;SI;NO
CM049;58875;CM000;Region Metropolitana de Santiago;SAN JOSE DE MAIPO;http://;NO INGRESA;SI;NO
MU292;379;MU000;Region Metropolitana de Santiago;SAN JOSE DE MAIPO;http://transparencia.sanjosedemaipo.cl/vista/v_solicitud.php;INGRESA;SI;SI
MU057;144;MU000;Region Metropolitana de Santiago;COLINA;http://190.98.197.123/Transparencia_Colina/vista/v_solicitud.php;INGRESA;SI;SI
CM162;6737;CM000;Region Metropolitana de Santiago;COLINA;http://;NO INGRESA;SI;NO
CM026;58853;CM000;Region Metropolitana de Santiago;COLINA;http://transparencia-corpcolina.caschile.cl/index.php;INGRESA;SI;SI
CM122;6697;CM000;Region Metropolitana de Santiago;COLINA;http://;NO INGRESA;SI;SI
CM114;6689;CM000;Region Metropolitana de Santiago;COLINA;http://;NO INGRESA;SI;NO
CM216;6791;CM000;Region Metropolitana de Santiago;COLINA;http://;NO INGRESA;SI;NO
AB069;823;AB000;Region Metropolitana de Santiago;COLINA;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
CM074;6649;CM000;Region Metropolitana de Santiago;LAMPA;http://;INGRESA;SI;SI
CM145;6720;CM000;Region Metropolitana de Santiago;LAMPA;http://;NO INGRESA;SI;SI
CM023;58801;CM000;Region Metropolitana de Santiago;LAMPA;http://www.corporacionlampa.cl/tns/solicitud_trasparencia.html;NO INGRESA;SI;NO
MU132;573;MU000;Region Metropolitana de Santiago;LAMPA;http://190.98.197.123/Transparencia_Lampa/index.php/component/docman/doc_download/7748-formulario-solicitud-transparencia;INGRESA;SI;SI
CM215;6790;CM000;Region Metropolitana de Santiago;TILTIL;http://;NO INGRESA;SI;NO
CM258;6833;CM000;Region Metropolitana de Santiago;TILTIL;http://;NO INGRESA;SI;NO
CM016;58713;CM000;Region Metropolitana de Santiago;TILTIL;http://www.corporaciontiltil.cl/;INGRESA;SI;SI
MU319;734;MU000;Region Metropolitana de Santiago;TILTIL;http://www.tiltil.cl/index.php/transparencia-municipal/detail;INGRESA;SI;SI
MU281;703;MU000;Region Metropolitana de Santiago;SAN BERNARDO;http://www.sanbernardo.cl/contenidos/transparencia/formulario/registro.php;INGRESA;SI;SI
CM055;329801;CM000;Region Metropolitana de Santiago;SAN BERNARDO;http://;INGRESA;SI;SI
CM033;58859;CM000;Region Metropolitana de Santiago;SAN BERNARDO;http://www.corsaber.cl/interiores/transparencia/solicitud.php;INGRESA;SI;SI
PP049;329050;PP000;Region Metropolitana de Santiago;SAN BERNARDO;http://;NO INGRESA;NO;SI
CM251;6826;CM000;Region Metropolitana de Santiago;SAN BERNARDO;http://;NO INGRESA;SI;NO
CM155;6730;CM000;Region Metropolitana de Santiago;SAN BERNARDO;http://;NO INGRESA;SI;NO
AB071;825;AB000;Region Metropolitana de Santiago;SAN BERNARDO;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
AO103;933;AO000;Region Metropolitana de Santiago;SAN BERNARDO;http://transparencia.redsalud.gov.cl/transparencia/public/AO103/solicitud_informacion.html;INGRESA;SI;SI
CM025;58852;CM000;Region Metropolitana de Santiago;BUIN;https://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=CM025;INGRESA;SI;SI
MU014;101;MU000;Region Metropolitana de Santiago;BUIN;http://www.buin.cl/web/?page_id=677;INGRESA;SI;SI
MU022;480;MU000;Region Metropolitana de Santiago;CALERA DE TANGO;http://www.calera-detango.cl/transparencia/consulta.html;INGRESA;SI;SI
CM158;6733;CM000;Region Metropolitana de Santiago;CALERA DE TANGO;http://;NO INGRESA;SI;NO
CM035;58861;CM000;Region Metropolitana de Santiago;CALERA DE TANGO;http://;NO INGRESA;SI;NO
CM165;6740;CM000;Region Metropolitana de Santiago;PAINE;http://;NO INGRESA;SI;SI
MU197;630;MU000;Region Metropolitana de Santiago;PAINE;http://transparencia.paine.cl;INGRESA;SI;SI
MA042;328100;ASOC;Region Metropolitana de Santiago;MELIPILLA;http://;INGRESA;SI;SI
MU173;609;MU000;Region Metropolitana de Santiago;MELIPILLA;http://oirs.melipilla.cl/pasiva/web/;NO INGRESA;SI;SI
CM231;6806;CM000;Region Metropolitana de Santiago;MELIPILLA;http://;NO INGRESA;SI;NO
AO074;852;AO000;Region Metropolitana de Santiago;MELIPILLA;http://transparencia.redsalud.gov.cl/transparencia/public/AO074/solicitud_informacion.html;INGRESA;SI;SI
CM042;58868;CM000;Region Metropolitana de Santiago;MELIPILLA;http://www.cormumel.cl/;INGRESA;SI;SI
AB073;827;AB000;Region Metropolitana de Santiago;MELIPILLA;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
MU002;462;MU000;Region Metropolitana de Santiago;ALHUE;http://municipalidadalhue.cl/solicitudinformacion;INGRESA;SI;SI
MU073;522;MU000;Region Metropolitana de Santiago;CURACAVI;http://transparencia.municipalidadcuracavi.cl/solicitud_informacion.php;NO INGRESA;SI;NO
MU167;603;MU000;Region Metropolitana de Santiago;MARIA PINTO;http://mpinto.cl/sitioweb/solicitud-de-informacion-ley-de-transparencia-i-municipalidad-de-maria-pinto/;INGRESA;SI;SI
CM028;58855;CM000;Region Metropolitana de Santiago;MARIA PINTO;http://www.corpmpinto.cl/contacto1.php;INGRESA;SI;SI
MU297;715;MU000;Region Metropolitana de Santiago;SAN PEDRO;http://www.munisanpedro.g3d.cl/activa/enlace/index/Formulario-Peticion-Ley-20285.pdf;INGRESA;SI;SI
CM257;6832;CM000;Region Metropolitana de Santiago;TALAGANTE;http://;NO INGRESA;SI;NO
CM089;6664;CM000;Region Metropolitana de Santiago;TALAGANTE;http://;NO INGRESA;SI;NO
CM052;58878;CM000;Region Metropolitana de Santiago;TALAGANTE;http://;INGRESA;SI;SI
CM192;6767;CM000;Region Metropolitana de Santiago;TALAGANTE;http://;NO INGRESA;SI;NO
AB072;826;AB000;Region Metropolitana de Santiago;TALAGANTE;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
MU311;398;MU000;Region Metropolitana de Santiago;TALAGANTE;http://www.munitalagante.cl/buzon_transparencia/index.htm;INGRESA;SI;SI
MA049;327250;ASOC;Region Metropolitana de Santiago;EL MONTE;http://;INGRESA;SI;SI
MU084;171;MU000;Region Metropolitana de Santiago;EL MONTE;http://190.98.197.123/Transparencia_Monte/vista/v_solicitud.php;INGRESA;SI;SI
MU113;200;MU000;Region Metropolitana de Santiago;ISLA DE MAIPO;http://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=MU113;INGRESA;SI;SI
CM094;6669;CM000;Region Metropolitana de Santiago;ISLA DE MAIPO;http://;INGRESA;SI;SI
CM222;6797;CM000;Region Metropolitana de Santiago;ISLA DE MAIPO;http://;NO INGRESA;SI;NO
